Datetime,EU-AUT,EU-BEL,EU-BGR,EU-BIH,EU-CHE,EU-CYP,EU-CZE,EU-DEU,EU-DNK,EU-EST,EU-ESP,EU-FIN,EU-FRA,EU-GRC,EU-HRV,EU-HUN,EU-IRL,EU-ISL,EU-ITA,EU-LTU,EU-LUX,EU-LVA,EU-MKD,EU-MNE,EU-NLD,EU-NOR,EU-POL,EU-PRT,EU-ROU,EU-SRB,EU-SWE,EU-SVN,EU-SVK,EU-GBR,SA-CHL,AF-ZAF,NA-PAN,NA-MEX,SA-PER,SA-URY,SA-ARG,EU-GEO,OC-NZL,AS-MYS,AS-OMN,EU-UKR,AS-TUR,AS-SGP,NA-CAN,NA-CAN-QC,NA-CAN-SK,NA-CAN-ON,NA-CAN-NO,NA-CAN-MB,NA-CAN-NL,NA-CAN-BC,NA-CAN-AR,NA-CAN-AB,NA-USA,NA-USA-AZ,NA-USA-CA,NA-USA-ER,NA-USA-FR,NA-USA-ME,NA-USA-MW,NA-USA-NE,NA-USA-NW,NA-USA-NY,NA-USA-RE,NA-USA-RM,NA-USA-RW,NA-USA-RA,NA-USA-SN,NA-USA-SS,NA-USA-SC,NA-USA-SA,NA-USA-SW,NA-USA-SE,NA-USA-SV,NA-USA-GU,NA-USA-HA,NA-USA-PR,NA-USA-AK,AS-IND,AS-IND-EA,AS-IND-NE,AS-IND-NO,AS-IND-SO,AS-IND-WE,SA-BRA,SA-BRA-CN,SA-BRA-SO,SA-BRA-NE,SA-BRA-SE,SA-BRA-CW,SA-BRA-NW,SA-BRA-WE,AS-JPN,AS-JPN-HO,AS-JPN-OK,AS-JPN-TO,AS-JPN-CE,AS-JPN-SH,AS-JPN-KY,OC-AUS,OC-AUS-WA,OC-AUS-QL,OC-AUS-SA,OC-AUS-SW,OC-AUS-VI,OC-AUS-TA,OC-AUS-NT,AS-CHN,AS-CHN-HK,AS-CHN-MA,AS-CHN-AN,AS-CHN-BE,AS-CHN-CH,AS-CHN-FU,AS-CHN-GA,AS-CHN-GD,AS-CHN-GX,AS-CHN-GU,AS-CHN-HA,AS-CHN-HB,AS-CHN-HJ,AS-CHN-HE,AS-CHN-HU,AS-CHN-HN,AS-CHN-WM,AS-CHN-EM,AS-CHN-JS,AS-CHN-JX,AS-CHN-JI,AS-CHN-LI,AS-CHN-NI,AS-CHN-QI,AS-CHN-SI,AS-CHN-SD,AS-CHN-SH,AS-CHN-SX,AS-CHN-SC,AS-CHN-TJ,AS-CHN-TI,AS-CHN-XI,AS-CHN-YU,AS-CHN-ZH,AS-RUS,AS-RUS-CE,AS-RUS-SO,AS-RUS-MV,AS-RUS-NW,AS-RUS-UR,AS-RUS-SI,AS-RUS-FE,AF-AGO,AF-BDI,AF-BEN,AF-BFA,AF-BWA,AF-CAF,AF-CIV,AF-CMR,AF-COD,AF-COG,AF-CPV,AF-DJI,AF-DZA,AF-EGY,AF-ERI,AF-ESH,AF-ETH,AF-GAB,AF-GHA,AF-GIN,AF-GMB,AF-GNB,AF-GNQ,AF-KEN,AF-LBR,AF-LBY,AF-LSO,AF-MAR,AF-MDG,AF-MLI,AF-MOZ,AF-MRT,AF-MUS,AF-MWI,AF-NAM,AF-NER,AF-NGA,AF-RWA,AF-SDN,AF-SEN,AF-SLE,AF-SOM,AF-SWZ,AF-TCD,AF-TGO,AF-TUN,AF-TZA,AF-UGA,AF-ZMB,AF-ZWE,AS-AFG,AS-ARE,AS-BGD,AS-BHR,AS-BRN,AS-BTN,AS-IDN,AS-IRN,AS-IRQ,AS-ISR,AS-JOR,AS-KAZ,AS-KGZ,AS-KHM,AS-KOR,AS-KWT,AS-LAO,AS-LBN,AS-LKA,AS-MMR,AS-MNG,AS-NPL,AS-PAK,AS-PHL,AS-PRK,AS-QAT,AS-SAU,AS-SYR,AS-THA,AS-TJK,AS-TKM,AS-TLS,AS-TWN,AS-UZB,AS-VNM,AS-YEM,EU-ALB,EU-ARM,EU-AZE,EU-BLR,EU-KOS,EU-MDA,EU-MLT,NA-BLZ,NA-CRI,NA-CUB,NA-DOM,NA-GTM,NA-HND,NA-HTI,NA-JAM,NA-NIC,NA-SLV,NA-TTO,OC-ATA,OC-FJI,OC-PNG,SA-BOL,SA-COL,SA-ECU,SA-GUF,SA-GUY,SA-PRY,SA-SUR,SA-VEN
10/09/2015 09:00,9967,11306,4340,1604,8194,813,8888,79351,4601,1236,34434,9662,56537,7779,2190,5495,3553,2062,48165,1619,910,977,842,384,15205,13777,20638,6625,7348,4019,16129,1901,3602,44009,9611,31680,945,31273,4680,1202,15560,1292,5913,20343,5039,17641,36646,6527,54392,17027,2611,14484,90,1995,1156,5743,2499,8788,454660,16036,37380,39478,24804,2405,19960,15682,24615,20158,33119,10231,55484,6901,7434,18606,22390,16291,10013,35047,34937,240,1135,2000,514,171452,18985,2024,58625,39099,52684,61294,5536,10288,9506,30206,5018,270,134,146793,5413,1065,60349,60760,4820,14386,34185,5275,7853,2130,9867,6990,1649,420,762968,6882,720,18491,10896,10764,23764,11992,71564,15964,13529,3421,37539,9592,32522,19951,16836,14976,14225,60096,12980,7174,23419,10290,7278,13533,60397,16815,20823,26692,9657,448,23958,17672,43704,117121,21627,7920,10335,8775,26436,20611,2931,1294,50,171,176,544,25,967,1052,1057,195,55,60,10010,24765,42,12,1316,313,1235,79,40,42,59,1252,38,5414,115,3259,218,458,2767,162,353,182,517,183,3985,74,1793,538,38,45,206,358,162,1640,777,422,1729,1192,938,19325,7693,4366,649,284,29921,40133,11894,6927,2634,12127,1526,744,69178,10405,760,2468,1743,1951,778,718,16010,10506,1863,6228,52792,2178,24422,1622,2456,17,34232,6805,18878,681,960,739,3055,4195,672,698,312,40,1022,2227,1895,989,873,100,402,452,654,1125,1,124,724,886,6332,2630,34,88,1385,240,12561
10/09/2015 10:00,10059,11421,4384,1590,8317,850,8771,80590,4684,1225,35472,9605,57337,8098,2189,5563,3679,2157,48795,1599,965,964,855,386,15140,13723,20476,6865,7400,4015,16141,1910,3567,43709,9406,32124,981,30975,4777,1341,16149,1279,5243,19007,5344,17819,37899,6375,57395,18112,2602,15952,91,2052,1288,5656,2812,8831,464680,15888,35703,39694,26316,2568,20886,16646,24174,21907,34930,11662,58602,6893,7718,18469,23002,16157,10623,31793,37280,232,1068,2131,507,169318,18862,1850,58057,39198,51317,66423,5553,11666,10473,32529,5401,254,126,141272,5112,1044,58229,58292,4620,13975,33464,4941,7708,2252,9583,6940,1628,414,762968,6774,708,18215,10729,10607,23408,11992,70474,15964,13529,3421,36970,9592,32027,19652,16580,14976,14011,59182,12791,7174,23065,10290,7293,13533,59470,16566,20511,26692,9513,449,24003,17671,43050,118386,23803,8418,11308,9226,27299,20851,3220,1295,49,169,195,541,25,972,1042,1046,219,57,60,10029,24690,42,13,1294,310,1293,79,40,42,59,1191,38,5399,114,3328,217,464,3095,164,351,181,517,183,3945,74,1788,542,38,45,203,359,163,1661,774,418,1719,1184,941,19385,7745,4361,648,287,30275,40083,11876,7144,2623,12177,1531,755,69593,10394,766,2452,1667,1986,791,710,15807,11004,2227,6219,54155,2167,24858,1583,2479,17,34775,6871,19062,678,954,737,3061,4166,671,693,308,42,1078,2357,2027,1037,914,107,429,473,686,1200,1,104,753,947,6577,2801,34,94,1489,240,13389
10/09/2015 11:00,10135,11590,4401,1599,8564,863,8847,81790,4672,1193,36105,9567,58177,8336,2234,5608,3681,2159,48929,1570,1013,921,861,390,15105,13409,20792,7016,7371,4099,16063,2043,3570,42251,9490,32541,981,31527,4999,1465,16895,1266,4747,18802,5514,17736,38624,6211,60422,19196,2624,17106,93,2256,1364,5733,3014,9036,487985,16165,34822,41846,27542,2838,22837,18407,24049,23175,38484,12370,63551,7047,8439,18895,24808,16902,11590,29557,40701,219,1022,2249,514,169731,19000,2104,56781,39617,52195,72577,6113,12958,11559,35228,5816,254,126,135071,4892,1012,55867,55540,4387,13373,32350,4530,7600,2192,9282,6720,1615,411,751116,6774,708,18215,10729,10607,23408,11810,70474,15723,13321,3371,36970,9904,32027,19652,16580,14750,14010,59184,12792,7409,23065,10139,7293,13330,59470,16566,20511,26282,9513,449,24003,17401,43050,118474,25646,8976,12138,9979,28037,21606,3317,1287,49,167,220,539,25,965,1025,1029,222,57,60,10007,24643,42,13,1203,305,1344,79,39,42,58,1233,37,5390,113,3319,218,465,3354,164,354,180,513,182,3885,73,1785,539,38,45,201,358,161,1660,775,418,1698,1178,947,19534,7796,4373,642,289,31785,39662,11908,7366,2615,12273,1600,813,67412,10425,788,2441,1694,2119,829,701,14945,12223,2341,6236,54631,2160,26179,1550,2512,18,33394,7034,19499,679,940,743,3089,4159,685,689,304,45,1148,2501,2146,1106,973,115,459,502,731,1267,1,91,675,1001,6798,2989,38,100,1582,265,14136
10/09/2015 12:00,9774,11411,4311,1595,8060,883,8782,80932,4575,1215,36589,9400,57790,8407,2239,5661,3725,2146,45846,1593,1020,947,854,387,14872,13348,20858,7180,7412,4095,15928,2014,3611,41202,9417,32304,1087,33707,5287,1551,17799,1246,4352,20044,5381,17680,38210,6228,62537,19834,2710,17461,98,2457,1385,5983,3075,9536,509291,17066,34820,45640,28394,3051,24724,19539,24861,24071,40277,12705,66251,7345,8871,19609,26808,18135,12448,28244,42300,206,990,2337,536,170720,21623,2527,54546,39960,52030,75719,6425,13387,12202,36702,6299,280,139,128730,4626,949,53145,53114,4092,12804,30454,4052,7255,2085,8821,6328,1526,387,751116,7001,732,18805,11084,10949,24173,11811,72789,15723,13321,3371,38172,9940,33081,20288,17124,14750,14467,61125,13204,7436,23824,10139,7182,13330,61445,17099,21177,26282,9819,443,23641,17401,44424,117366,27776,9957,12641,10664,29464,22253,3448,1276,49,165,223,541,24,954,1005,1013,225,57,60,9994,24718,42,14,1209,301,1389,78,39,42,57,1147,37,5405,113,3260,220,464,3507,164,360,181,508,182,3838,72,1790,534,37,45,201,357,159,1644,782,421,1669,1180,952,19726,8045,4406,613,291,34294,38951,11999,7437,2621,12543,1869,937,65020,10505,837,2444,2127,2436,863,706,14299,12812,2065,6283,53314,2165,27724,1652,2583,18,31041,7797,20677,684,921,756,3130,4176,685,688,300,48,1221,2630,2235,1181,1037,121,486,535,781,1317,1,85,546,1040,7404,3158,40,103,1655,279,14695
10/09/2015 13:00,9738,11398,4281,1593,8106,896,8677,80151,4585,1216,36674,9301,56969,8058,2190,5616,3746,2149,44897,1575,1012,948,856,383,14966,13305,20836,6863,7289,4079,15823,1973,3598,40570,9139,32321,1267,35221,5405,1603,18316,1228,4166,19821,4784,17958,37633,6133,63815,19802,2799,17660,101,2456,1400,6581,3119,9897,524077,17844,35857,46530,30166,3168,25505,20119,26796,24790,41531,13142,68063,7550,9305,20444,27216,18402,12753,27147,43499,192,979,2389,590,184391,22775,2685,59804,43955,55161,78190,6574,13866,12517,37987,6563,295,146,123644,4549,875,51437,50751,3850,12182,28813,3678,6954,1915,8562,5876,1459,370,776301,7029,735,18874,11125,10990,24262,12198,73066,16235,13764,3480,38314,9536,33203,20363,17188,15231,14521,61346,13252,7132,23911,10465,7182,13767,61675,17164,21254,27157,9854,443,23641,17978,44586,117270,28530,10257,12774,10928,29797,22813,3400,1267,50,165,226,546,24,944,987,1005,223,57,60,10023,24939,43,13,1214,300,1427,77,39,41,57,1209,36,5448,114,3221,223,464,3526,163,368,182,502,183,3825,71,1805,530,37,45,203,359,157,1647,793,428,1635,1191,991,19885,8656,4449,559,297,34862,37758,12119,7442,2643,12958,2124,991,61987,10609,857,2465,2070,2596,863,750,17257,11898,1607,6346,52041,2184,27862,1948,2770,17,28910,8807,21313,693,902,787,3168,4214,682,690,299,51,1286,2727,2287,1249,1095,126,506,564,825,1345,1,81,465,1061,8067,3281,41,106,1702,285,15018
10/09/2015 14:00,9658,11363,4238,1648,7998,921,8562,78870,4497,1213,35350,9325,55867,7626,2120,5561,3727,2136,45828,1553,964,936,849,373,14891,13265,20429,7104,7175,3953,15676,1909,3559,39639,8454,32226,1371,36161,5727,1619,18725,1209,4053,19166,4197,17728,36236,5975,65346,20143,2667,18145,103,2396,1416,7249,3165,10061,541856,18206,37891,47817,32721,3211,25839,20594,28749,25275,42631,13579,70274,7843,9860,21044,27838,19090,13089,26420,45489,180,1001,2403,649,184974,22383,2714,61134,44094,54639,78432,6601,13850,12396,38285,6792,302,149,117082,4748,833,48294,48283,3691,11232,28187,3449,6592,1952,8363,6074,1399,355,779264,6734,704,18111,10668,10547,23274,12243,70064,16295,13816,3492,36756,8829,31843,19539,16484,15288,13928,58841,12719,6603,22931,10503,7416,13817,59126,16468,20392,27260,9459,457,24415,18045,42806,118034,28448,10241,12650,10918,29821,22875,3410,1261,50,166,225,554,25,943,974,1005,223,57,61,10102,25242,44,13,1326,302,1460,77,39,41,57,1216,36,5506,115,3176,225,465,3400,164,390,185,496,184,3853,71,1825,530,36,45,206,362,157,1647,836,461,1595,1208,1074,20275,8947,4482,497,309,32095,36652,12214,7366,2674,13215,2136,902,60632,10689,819,2497,1840,2385,822,777,17989,10080,1330,6396,51850,2212,25984,2180,2920,17,27623,9351,20492,701,883,870,3206,4288,661,696,301,53,1335,2782,2303,1298,1137,129,519,585,858,1353,1,80,436,1062,8490,3344,41,106,1723,287,15107
10/09/2015 15:00,9514,11251,4199,1641,7927,920,8639,77262,4346,1176,34978,9248,54567,7410,2073,5601,3692,2128,46161,1515,973,918,838,368,14816,13147,20400,7208,7139,3941,15675,1866,3524,39078,7735,31801,1440,37616,5862,1623,18736,1261,3998,18688,4626,17569,35058,6133,66172,20262,2720,18315,105,2437,1405,7545,3134,10248,561719,18623,39531,50824,35367,3258,26245,20902,29914,25520,43631,13726,72311,8156,10539,22027,28730,20110,13485,26331,47931,172,1052,2391,676,181690,22299,2647,60575,42845,53306,75759,6569,12546,12093,37420,6846,303,150,109608,4593,780,44613,45604,3596,10420,26626,3311,6161,1831,8005,5666,1317,334,746671,6227,651,16780,9877,9777,21563,11742,64890,15633,13242,3351,34032,8716,29485,18102,15252,14663,12890,54473,11771,6518,21227,10083,7444,13254,54745,15283,18873,26129,8759,458,24506,17303,39641,118478,28083,9891,12358,10687,29448,22674,3378,1257,56,169,225,566,25,951,965,1013,223,57,63,10206,25498,50,13,1456,307,1483,77,39,42,58,1394,36,5618,116,3093,248,469,3141,165,415,187,491,187,3914,71,1841,534,37,47,209,366,158,1647,973,544,1549,1225,1109,20620,8506,4494,452,306,27578,37894,12490,6969,2700,13083,1864,734,57031,10769,749,2528,1453,1956,765,745,18158,8824,1241,6410,53578,2236,23089,2136,2879,16,26084,8981,18754,731,866,942,3343,4457,659,703,306,54,1364,2798,2292,1323,1159,130,523,596,878,1346,1,81,416,1050,8782,3350,41,105,1725,284,15027
10/09/2015 16:00,9369,11235,4254,1615,7747,909,8537,75413,4305,1134,34905,9154,53166,7325,2070,5575,3699,2115,46606,1468,960,879,839,365,14860,13070,20047,7214,7170,3943,15422,1826,3527,39470,8208,31194,1454,38850,5966,1550,18734,1341,4053,17759,4780,17762,35724,5514,66274,19929,2754,18383,107,2468,1394,7695,3103,10442,582315,19279,41465,54301,37883,3269,26510,20967,30692,25586,44286,13848,73840,8465,11232,23321,29724,21475,13884,27214,50350,167,1097,2368,690,178187,22042,2575,60072,40561,52904,77938,6840,13208,12501,38119,6691,301,149,107157,4789,749,42841,44581,3660,10536,24974,3265,5815,1533,7550,5186,1297,329,690374,6146,642,16569,9751,9655,21296,10868,64071,14474,12249,3104,33602,8528,29111,17874,15059,13571,12727,53789,11622,6378,20960,9344,7142,12267,54051,15089,18633,24202,8652,440,23503,16033,39136,117527,27891,9976,12523,10669,29660,22850,3392,1250,68,181,225,605,25,966,959,1024,220,58,67,10286,26221,57,13,1424,313,1492,78,39,42,59,1451,37,5898,124,3207,291,475,2912,167,417,201,508,190,4018,72,1943,541,37,51,225,369,161,1650,1099,613,1641,1364,1046,20315,7645,4545,425,285,24430,39306,13133,6805,2721,12568,1493,626,55669,10919,701,2539,1159,1674,725,678,17851,8269,1179,6468,53032,2246,20926,1813,2623,16,23957,7819,17538,832,848,938,3396,4599,659,719,311,54,1373,2784,2270,1326,1160,130,521,597,883,1332,1,85,409,1033,9011,3315,42,103,1718,296,14876
10/09/2015 17:00,9497,11172,4258,1582,7567,878,8395,74806,4501,1114,34934,9158,52982,7366,2098,5559,3760,2109,45173,1453,965,870,843,366,15068,12802,19846,7055,7108,4001,15395,1808,3532,42059,9165,30788,1430,39746,5986,1527,18706,1336,4507,17037,4876,18742,35651,5120,67048,20128,2782,18763,108,2457,1383,7831,3073,10524,603892,19954,43943,58198,39772,3276,26744,20923,31599,25724,44727,13994,75265,8784,11877,24817,30553,22565,14343,29401,52537,165,1129,2349,702,174017,21147,2256,60369,38083,52124,79661,7133,13567,12784,38779,6816,314,156,106991,4845,749,41945,44740,3850,10863,23704,3298,5696,1358,6921,4822,1284,326,681486,6013,629,16215,9543,9450,20844,10729,62720,14291,12091,3066,32886,8340,28479,17491,14733,13399,12454,52633,11374,6237,20508,9225,6610,12110,52893,14772,18235,23902,8467,407,21763,15829,38300,116869,28521,10282,12511,10650,29701,23053,3433,1284,77,216,221,640,26,987,1061,1099,216,58,69,10409,27932,59,13,1340,331,1480,82,44,43,62,1411,39,6106,134,3442,309,480,2918,173,388,238,552,214,4457,74,2175,578,40,53,250,381,163,1918,1101,611,1846,1583,929,19164,7086,4522,406,267,22869,39107,13289,7072,2873,11905,1280,588,56008,10821,682,2527,1057,1568,705,640,17261,7895,1156,6426,53175,2418,19767,1418,2285,15,22934,6473,17003,889,828,846,3202,4583,669,765,315,54,1366,2758,2253,1311,1148,129,516,591,878,1322,1,91,416,1020,8842,3263,44,102,1713,309,14758
10/09/2015 18:00,9491,10942,4362,1619,7603,844,8312,74942,4388,1110,34636,9299,54628,7517,2155,5528,3829,2105,43818,1455,989,863,858,379,14729,12730,19802,6898,7337,4199,15167,1840,3516,44122,9068,30593,1415,40497,5806,1485,18648,1269,5581,16307,5030,18941,34374,5083,66929,19965,2770,18743,109,2437,1365,7923,3020,10598,623186,20709,46768,61511,41241,3304,26940,20791,32397,25670,44708,14047,76278,9087,12532,26426,31785,23569,14907,30697,54760,168,1168,2348,710,169149,20393,1943,60247,35775,50759,79875,7113,13720,12576,39025,6934,327,162,106112,4873,738,41185,44233,3923,11159,23112,3400,5662,1261,6526,4650,1287,327,666671,5879,615,15860,9334,9245,20390,10498,61352,13986,11829,3001,32164,8189,27851,17108,14410,13112,12180,51489,11127,6124,20059,9027,6526,11847,51729,14450,17838,23393,8283,402,21486,15490,37468,117171,28575,10231,12450,10635,29496,23077,3409,1395,76,246,217,634,30,1119,1231,1241,213,59,65,10887,28476,52,13,1256,353,1556,97,52,46,64,1332,47,6000,136,4326,276,530,2766,195,343,256,584,244,4952,81,2268,674,48,51,257,431,175,2177,958,531,1907,1654,856,17598,6890,4314,399,259,21811,38078,12458,7528,2976,11404,1217,561,55986,10286,668,2575,981,1496,690,637,16877,7757,1177,6133,53185,2591,18904,1217,2051,15,22576,5652,16640,817,810,721,2840,4385,702,792,318,53,1349,2737,2253,1291,1130,128,513,582,869,1321,1,97,435,1015,8535,3223,44,101,1719,308,14748
10/09/2015 19:00,9701,10575,4571,1734,7574,858,8617,75623,4217,1187,34089,9753,53432,8169,2388,5778,3790,2093,45234,1564,958,929,926,417,14516,12951,21238,6841,7795,4452,15529,1946,3673,44832,8758,30400,1382,41006,5829,1478,18617,1155,6535,15921,5219,17699,34248,4965,67720,20126,2808,19057,110,2434,1378,8044,3056,10706,637225,21450,49398,63548,42571,3298,27129,20402,33337,25728,44011,13919,76920,9373,13050,27735,33055,24544,15263,31059,56266,177,1210,2368,721,167188,20040,2005,60157,35164,49794,79736,6977,13932,12133,39218,6978,326,162,105349,4753,738,41301,43369,3892,11296,23475,3699,5810,1227,6515,4590,1303,331,651856,5772,603,15576,9165,9079,20022,10266,60259,13681,11566,2937,31586,8113,27347,16803,14150,12823,11960,50563,10926,6067,19698,8830,6386,11586,50793,14194,17515,22883,8135,393,21022,15153,36800,118467,27909,10133,12265,10535,29389,23093,3396,1437,64,247,214,579,33,1290,1287,1295,212,59,59,11067,26553,42,13,1106,356,1703,112,58,52,64,1124,55,5546,128,4471,218,606,2216,215,310,232,567,249,5033,95,2072,754,54,45,236,462,202,2134,765,426,1705,1477,832,16345,6751,3979,406,254,21425,37561,11063,7474,2814,11056,1179,551,56007,9489,663,2525,932,1469,685,638,16076,7883,1237,5665,53007,2455,18584,1186,1924,14,22672,5278,16505,666,844,636,2557,4108,744,762,322,52,1332,2735,2273,1274,1115,128,513,574,862,1332,1,103,463,1023,8303,3211,43,102,1737,303,14869
10/09/2015 20:00,9029,10770,4628,1740,7698,853,8680,76235,4209,1163,35134,9555,53676,7822,2467,5642,3671,2088,46084,1521,984,907,917,420,14911,13461,21745,7147,7493,4464,15809,1975,3663,45888,8464,30971,1353,41525,5978,1465,18675,1118,6612,15428,5185,16883,32673,4891,68459,20004,2804,19796,110,2430,1392,8068,3097,10757,648637,22001,51898,64547,43517,3276,27274,20096,34346,25772,43639,13817,76781,9714,13401,28846,34394,25066,15485,32577,56931,184,1254,2402,723,164221,19691,2039,58572,35093,48802,77702,6663,13734,11561,38423,7013,320,159,107123,4766,717,43158,43253,3797,11433,25455,4253,6203,1270,7107,4923,1353,344,640004,5719,598,15434,9081,8997,19842,10080,59715,13435,11356,2885,31296,8151,27095,16649,14020,12592,11850,50108,10827,6096,19517,8670,6244,11376,50325,14068,17356,22474,8061,385,20558,14882,36466,118885,27632,10031,12037,10353,29438,23123,3479,1327,49,213,212,504,31,1334,1152,1185,210,58,55,10429,23198,36,13,929,332,1712,114,57,54,60,987,55,4957,115,4309,182,629,1513,215,291,182,503,221,4558,101,1717,751,54,41,199,427,214,2069,650,364,1384,1179,815,15517,6701,3698,424,252,21787,36576,10053,7111,2455,10836,1176,560,56608,8828,668,2293,929,1493,690,645,15394,8243,1324,5266,51556,2063,18870,1184,1837,14,22623,5024,16625,567,846,589,2365,3902,746,695,313,52,1318,2756,2307,1269,1111,129,517,572,862,1352,1,107,493,1040,8161,3235,41,104,1761,289,15085
10/09/2015 21:00,8187,10513,4398,1639,7434,827,8055,71550,3954,1054,36216,9314,50109,7165,2261,5260,3838,2098,42570,1340,983,805,888,400,14458,13296,20190,7361,6793,4226,14996,1800,3429,46870,8059,32868,1325,41985,5989,1501,19129,1032,6419,15311,5175,15535,30574,4846,69172,20545,2852,19989,110,2484,1371,8012,3037,10770,657417,22158,54819,65334,43737,3256,27431,19969,35413,25623,43532,13577,76813,10046,13545,29413,35318,25164,15643,34766,56529,190,1301,2444,718,162847,19923,2017,57891,34365,48632,80203,6505,13441,12061,40489,6871,306,152,117304,4822,759,48083,47334,3955,12350,29115,4695,6912,1451,8322,5839,1512,384,634079,5746,601,15506,9123,9038,19933,9987,59987,13313,11251,2859,31442,8433,27221,16727,14085,12476,11905,50336,10877,6307,19607,8591,6131,11271,50558,14130,17436,22270,8098,378,20189,14748,36633,116127,27961,10081,12151,10351,29362,23074,3552,1133,41,169,212,451,25,1190,928,988,215,57,53,9265,20800,34,13,773,294,1493,99,49,50,55,907,48,4533,107,4123,170,563,1169,190,278,151,427,179,3836,91,1488,656,47,40,175,351,196,1925,609,342,1214,994,809,14938,6747,3512,451,254,22817,35624,9546,6569,2188,10755,1210,586,57667,8390,681,2077,946,1563,704,656,15171,8760,1418,4996,50570,1778,19696,1215,1804,14,22291,4930,16972,533,764,559,2255,3781,706,650,289,53,1310,2793,2379,1279,1119,131,525,576,869,1372,1,109,521,1071,8042,3287,40,110,1782,282,15364
10/09/2015 22:00,7800,10229,4149,1467,7061,796,7569,66161,3574,933,33119,8976,52716,6713,2103,4903,3722,2074,38363,1187,975,704,900,377,13430,12638,18342,6845,6201,3980,13904,1680,3255,43159,7498,32714,1242,42374,5898,1794,20887,927,6192,15321,5012,14793,29023,4861,69103,20372,2925,20068,111,2515,1358,7967,3000,10787,659653,22302,56946,65140,43108,3243,27354,19895,36290,25120,43337,13232,76548,10299,13358,29439,35763,25053,15666,37115,55091,197,1342,2541,714,161779,19969,2020,56507,34466,48800,79169,6758,13107,11739,39960,7240,298,148,125730,4684,823,51142,51574,4082,13426,30888,4593,7307,1619,8854,6442,1653,421,637041,5946,622,16038,9439,9347,20618,10033,62041,13374,11304,2873,32527,8490,28166,17299,14572,12533,12317,52066,11250,6349,20285,8630,6075,11323,52313,14612,18036,22372,8375,374,20005,14815,37884,111680,28559,10883,12790,10442,29533,23593,3593,1010,38,142,215,422,21,959,802,861,228,58,52,8399,19623,32,14,732,266,1169,79,39,41,50,856,38,4285,104,3773,162,455,1149,157,273,142,385,153,3365,74,1404,532,37,39,164,302,160,1803,580,326,1199,933,815,14727,6882,3383,480,259,24295,34851,9187,6370,2057,10828,1276,623,60287,8082,699,1950,1181,1664,723,670,14809,9329,1503,4808,49544,1661,20884,1279,1834,14,23337,5016,17471,509,698,549,2214,3696,666,632,266,54,1307,2833,2577,1300,1137,133,533,585,882,1410,1,109,541,1199,8126,3355,42,125,1886,293,16284
10/09/2015 23:00,7198,9604,3883,1322,6527,745,7215,60779,3217,861,30408,8413,51069,6163,1835,4721,3308,2038,35473,1096,938,622,828,353,12542,11921,16969,6519,5806,3642,12870,1533,3128,37987,7176,31354,1213,41894,5889,1904,21226,910,5961,15354,4955,14315,28118,4964,69504,20910,2954,19851,110,2483,1363,8071,3012,10750,656918,22352,58583,63291,42254,3235,27120,19718,37108,25086,42578,13191,75902,10456,12884,29215,35285,24547,15614,40173,52993,205,1373,2630,724,163696,19875,2066,56788,35413,49532,77258,6837,12323,11533,39122,7145,310,154,135043,4905,886,54654,56626,4398,13574,30358,4453,7180,1570,8728,6424,1598,406,659263,5987,626,16144,9501,9408,20752,10382,62448,13835,11698,2969,32743,9090,28354,17414,14669,12968,12399,52406,11324,6798,20419,8929,6102,11717,52661,14708,18156,23138,8430,376,20098,15321,38135,106182,29818,11128,12817,10902,30285,24007,3605,972,36,133,229,402,20,816,776,816,226,54,52,7934,18800,31,14,711,250,971,67,33,36,47,829,32,4114,102,3303,159,389,1162,137,277,135,371,144,3161,62,1344,459,32,39,157,285,137,1626,569,320,1206,889,831,14923,7074,3335,506,266,25919,34364,9055,5538,1969,11039,1363,664,65698,7969,720,1865,1541,1774,745,686,14865,9839,1564,4739,48244,1582,22189,1368,1919,14,25773,5261,18019,501,686,559,2252,3664,609,619,251,54,1303,2950,2748,1324,1158,141,574,596,895,1460,1,108,550,1340,9799,3604,42,137,2069,296,17273
